Id,Prediction
0,3947113.503
1,3837202.515
2,3536453.571
3,3083523.879
4,3561450.689
5,4410064.834
6,4091668.227
7,2874123.137
8,5679648.926
9,4315225.87
10,4001000.105
11,3831405.749
12,6118424.286
13,4900876.024
14,4734968.686
15,3882925.158
16,5626513.041
17,2738563.921
18,4757834.485
19,3413696.066
20,5011749.731
21,5742176.718
22,5221517.16
23,5603082.557
24,4626604.96
25,3909891.49
26,3819466.822
27,4044863.013
28,5131851.68
29,4285956.271
30,5710993.527
31,3028496.748
32,3344740.044
33,5564586.036
34,4326129.027
35,5337369.497
36,3769903.504
37,4784361.937
38,4526867.663
39,4347478.823
40,4250495.077
41,3164273.952
42,3245680.758
43,6845614.181
44,5960735.56
45,3465343.616
46,2799036.031
47,3228083.444
48,4378649.02
49,5139891.619
50,5401767.838
51,5190330.196
52,4528173.522
53,3452555.283
54,3473162.121
55,4479437.326
56,5615350.915
57,4046658.824
58,4640705.992
59,5030119.334
60,4300988.855
61,5271737.605
62,3272958.781
63,4469314.297
64,4318061.587
65,7706127.725
66,5035175.73
67,6909290.546
68,5553506.553
69,4433218.839
70,3947212.101
71,4291690.573
72,3826236.274
73,3966961.045
74,6962513.839
75,5114865.603
76,4521498.717
77,4401197.869
78,3792101.675
79,3722516.272
80,6228060.786
81,4944027.668
82,4817620.295
83,5619675.184
84,7002617.541
85,3758619.489
86,5016047.824
87,4247343.963
88,5524147.114
89,4240031.304
90,5806167.23
91,5176268.292
92,3804381.129
93,3660953.693
94,6022434.861
95,4533491.179
96,3541820.634
97,4113306.346
98,3516854.134
99,4658217.145
100,5475813.693
101,3544782.906
102,4628463.379
103,4839204.826
104,5993532.066
105,3339625.911
106,5585305.668
107,5381041.648
108,5971156.407
109,4134510.983
110,4902808.377
111,4898701.634
112,5189744.972
113,4050223.735
114,3590355.344
115,5218336.829
116,2972434.115
117,4034795.956
118,3376425.931
119,4902176.397
120,5600583.355
121,4962811.35
122,4691917.269
123,6089795.978
124,3209096.457
125,2581533.506
126,4675389.235
127,3704356.655
128,5154271.708
129,3275847.815
130,3566010.147
131,3151604.671
132,5847386.804
133,3205004.91
134,3114518.202
135,3751562.577
136,3613984.635
137,3400911.174
138,4472135.959
139,4049483.96
140,6067620.299
141,4325934.512
142,5875527.333
143,5081403.519
144,5033269.584
145,3195627.076
146,3990111.118
147,3609868.583
148,4383962.39
149,4325802.792
150,5277664.68
151,4862086.136
152,6189765.603
153,7180123.894
154,4247204.867
155,5498193.723
156,5421197.961
157,5575275.751
158,3314281.592
159,3692647.638
160,3567569.171
161,5267938.021
162,5809544.43
163,5329843.719
164,6635684.56
165,5499074.717
166,3472975.149
167,4002689.172
168,5108338.498
169,4670159.278
170,3917335.244
171,3399713.382
172,3683993.092
173,6537229.318
174,5459806.406
175,3693829.113
176,6969162.291
177,4052740.438
178,4496419.633
179,4026504.985
180,5176203.392
181,3749155.697
182,5360468.704
183,4543718.591
184,3549649.698
185,3658524.158
186,5243961.436
187,4260825.428
188,6137542.051
189,5449308.801
190,4813058.002
191,3568285.417
192,5951722.526
193,4243444.69
194,4351450.52
195,4922118.479
196,4735557.467
197,3586827.46
198,3996641.552
199,4813540.759
200,5094123.598
201,3303040.092
202,5726155.085
203,6268061.999
204,5964386.345
205,5704302.379
206,4510271.692
207,3226151.098
208,4622176.496
209,3771572.81
